"well_id","carbon","cell_num","growth","biofilm","day","class","location"
"flowcyto_10_l03_F4","glutamic acid","10",0.5976,0.2498,"14","HGLB","inside"
"flowcyto_10_l02_F2","glutamic acid","10",0.5964,0.2148,"14","HGLB","inside"
"flowcyto_10_l02_G11","glutamic acid","10",0.5932,0.2298,"14","HGLB","inside"
"flowcyto_10_l01_G7","glutamic acid","10",0.576,0.2276,"14","HGLB","inside"
"flowcyto_10_l03_G6","glutamic acid","10",0.531,0.2075,"14","HGLB","inside"
"flowcyto_10_l04_G7","glutamic acid","10",0.5234,0.2241,"14","HGLB","inside"
"flowcyto_10_l01_H2","glutamic acid","10",0.7045,0.2013,"14","HGLB","edge"
"flowcyto_10_l02_H1","glutamic acid","10",1.155,0.3074,"14","HGLB","edge"
"flowcyto_10_l02_G1","glutamic acid","10",0.8253,0.2959,"14","HGLB","edge"
"flowcyto_10_l02_A2","glutamic acid","10",0.709,0.2199,"14","HGLB","edge"
"flowcyto_10_l02_C9","glutamic acid","10",0.4621,8.2401,"14","HGHB","inside"
"flowcyto_10_l02_B3","glutamic acid","10",0.4613,3.4077,"14","HGHB","inside"
"flowcyto_10_l04_E3","glutamic acid","10",0.4927,2.5669,"14","HGHB","inside"
"flowcyto_10_l05_C9","glutamic acid","10",0.529,1.9775,"14","HGHB","inside"
"flowcyto_10_l01_G3","glutamic acid","10",0.9244,0.5565,"14","HGHB","inside"
"flowcyto_10_l02_F11","glutamic acid","10",0.7058,0.5496,"14","HGHB","inside"
"flowcyto_10_l01_A2","glutamic acid","10",0.7161,1.6997,"14","HGHB","edge"
"flowcyto_10_l03_H8","glutamic acid","10",1.0548,2.1486,"14","HGHB","edge"
"flowcyto_10_l03_H1","glutamic acid","10",0.8153,1.3146,"14","HGHB","edge"
"flowcyto_10_l04_D1","glutamic acid","10",0.8454,1.2311,"14","HGHB","edge"
"flowcyto_10_l04_C3","glutamic acid","10",0.3386,3.8051,"14","LGHB","inside"
"flowcyto_10_l01_D11","glutamic acid","10",0.3908,3.457,"14","LGHB","inside"
"flowcyto_10_l04_D11","glutamic acid","10",0.2873,2.7972,"14","LGHB","inside"
"flowcyto_10_l02_D8","glutamic acid","10",0.3459,2.5198,"14","LGHB","inside"
"flowcyto_10_l04_B7","glutamic acid","10",0.3661,2.4928,"14","LGHB","inside"
"flowcyto_10_l02_C7","glutamic acid","10",0.2968,2.2879,"14","LGHB","inside"
"flowcyto_10_l04_H8","glutamic acid","10",0.4809,1.6704,"14","LGHB","edge"
"flowcyto_10_l02_H11","glutamic acid","10",0.4641,3.4578,"14","LGHB","edge"
"flowcyto_10_l02_A4","glutamic acid","10",0.4528,2.369,"14","LGHB","edge"
"flowcyto_10_l04_B12","glutamic acid","10",0.3923,1.715,"14","LGHB","edge"
"flowcyto_10_l01_F8","glutamic acid","10",0.1385,0.1848,"14","LGLB","inside"
"flowcyto_10_l03_B7","glutamic acid","10",0.2967,0.2483,"14","LGLB","inside"
"flowcyto_10_l01_D5","glutamic acid","10",0.2896,0.2283,"14","LGLB","inside"
"flowcyto_10_l04_C6","glutamic acid","10",0.2768,0.2637,"14","LGLB","inside"
"flowcyto_10_l03_C10","glutamic acid","10",0.2558,0.2005,"14","LGLB","inside"
"flowcyto_10_l03_F10","glutamic acid","10",0.2466,0.1999,"14","LGLB","inside"
"flowcyto_10_l03_E1","glutamic acid","10",0.4475,0.2507,"14","LGLB","edge"
"flowcyto_10_l04_F12","glutamic acid","10",0.2587,0.1355,"14","LGLB","edge"
"flowcyto_10_l03_F12","glutamic acid","10",0.4143,0.1665,"14","LGLB","edge"
"flowcyto_10_l01_H7","glutamic acid","10",0.3782,0.2698,"14","LGLB","edge"
"flowcyto_50_l10_F2","glutamic acid","50",0.6609,0.2919,"14","HGLB","inside"
"flowcyto_50_l07_G4","glutamic acid","50",0.6059,0.3214,"14","HGLB","inside"
"flowcyto_50_l07_F11","glutamic acid","50",0.6044,0.3263,"14","HGLB","inside"
"flowcyto_50_l10_G3","glutamic acid","50",0.5933,0.2361,"14","HGLB","inside"
"flowcyto_50_l06_B2","glutamic acid","50",0.5653,0.1917,"14","HGLB","inside"
"flowcyto_50_l08_G6","glutamic acid","50",0.5381,0.2149,"14","HGLB","inside"
"flowcyto_50_l06_D1","glutamic acid","50",0.9132,0.3264,"14","HGLB","edge"
"flowcyto_50_l10_A12","glutamic acid","50",1.1786,0.3135,"14","HGLB","edge"
"flowcyto_50_l06_A12","glutamic acid","50",1.0696,0.3446,"14","HGLB","edge"
"flowcyto_50_l10_H2","glutamic acid","50",0.9458,0.2775,"14","HGLB","edge"
"flowcyto_50_l09_G11","glutamic acid","50",0.701,2.0396,"14","HGHB","inside"
"flowcyto_50_l09_D11","glutamic acid","50",0.7007,0.6472,"14","HGHB","inside"
"flowcyto_50_l10_B10","glutamic acid","50",0.4786,1.7425,"14","HGHB","inside"
"flowcyto_50_l07_C3","glutamic acid","50",0.4544,1.6438,"14","HGHB","inside"
"flowcyto_50_l10_B9","glutamic acid","50",0.4836,1.1964,"14","HGHB","inside"
"flowcyto_50_l10_G11","glutamic acid","50",0.5748,0.717,"14","HGHB","inside"
"flowcyto_50_l07_F1","glutamic acid","50",1.004,1.1155,"14","HGHB","edge"
"flowcyto_50_l07_H12","glutamic acid","50",0.7543,6.8544,"14","HGHB","edge"
"flowcyto_50_l09_H2","glutamic acid","50",0.7552,2.6849,"14","HGHB","edge"
"flowcyto_50_l06_A1","glutamic acid","50",1.1431,1.7812,"14","HGHB","edge"
"flowcyto_50_l09_E8","glutamic acid","50",0.3179,2.192,"14","LGHB","inside"
"flowcyto_50_l06_D6","glutamic acid","50",0.3887,2.0351,"14","LGHB","inside"
"flowcyto_50_l10_G5","glutamic acid","50",0.3698,1.3361,"14","LGHB","inside"
"flowcyto_50_l07_F10","glutamic acid","50",0.3765,1.2177,"14","LGHB","inside"
"flowcyto_50_l07_B6","glutamic acid","50",0.3523,1.1345,"14","LGHB","inside"
"flowcyto_50_l10_C8","glutamic acid","50",0.2844,0.6212,"14","LGHB","inside"
"flowcyto_50_l06_A6","glutamic acid","50",0.3606,1.1401,"14","LGHB","edge"
"flowcyto_50_l10_H10","glutamic acid","50",0.489,8.7738,"14","LGHB","edge"
"flowcyto_50_l10_H11","glutamic acid","50",0.4258,2.4541,"14","LGHB","edge"
"flowcyto_50_l06_H9","glutamic acid","50",0.3427,2.1665,"14","LGHB","edge"
"flowcyto_50_l10_E3","glutamic acid","50",0.3219,0.228,"14","LGLB","inside"
"flowcyto_50_l07_D3","glutamic acid","50",0.3214,0.2765,"14","LGLB","inside"
"flowcyto_50_l10_F5","glutamic acid","50",0.3175,0.2347,"14","LGLB","inside"
"flowcyto_50_l10_C5","glutamic acid","50",0.2937,0.2795,"14","LGLB","inside"
"flowcyto_50_l06_D7","glutamic acid","50",0.2904,0.1787,"14","LGLB","inside"
"flowcyto_50_l06_F10","glutamic acid","50",0.2418,0.19,"14","LGLB","inside"
"flowcyto_50_l06_H2","glutamic acid","50",0.3099,0.2958,"14","LGLB","edge"
"flowcyto_50_l07_H9","glutamic acid","50",0.297,0.3205,"14","LGLB","edge"
"flowcyto_50_l09_A5","glutamic acid","50",0.2964,0.289,"14","LGLB","edge"
"flowcyto_50_l09_A6","glutamic acid","50",0.275,0.324,"14","LGLB","edge"
"flowcyto_100_l12_F2","glutamic acid","100",0.7076,0.3157,"14","HGLB","inside"
"flowcyto_100_l14_B2","glutamic acid","100",0.6133,0.3783,"14","HGLB","inside"
"flowcyto_100_l12_G9","glutamic acid","100",0.6089,0.3586,"14","HGLB","inside"
"flowcyto_100_l11_G8","glutamic acid","100",0.5851,0.3824,"14","HGLB","inside"
"flowcyto_100_l11_B3","glutamic acid","100",0.5681,0.3729,"14","HGLB","inside"
"flowcyto_100_l14_G2","glutamic acid","100",0.5497,0.2651,"14","HGLB","inside"
"flowcyto_100_l11_A1","glutamic acid","100",0.893,0.3286,"14","HGLB","edge"
"flowcyto_100_l11_C1","glutamic acid","100",1.2202,0.3253,"14","HGLB","edge"
"flowcyto_100_l14_F1","glutamic acid","100",1.0485,0.4103,"14","HGLB","edge"
"flowcyto_100_l14_H2","glutamic acid","100",0.9316,0.3657,"14","HGLB","edge"
"flowcyto_100_l15_G2","glutamic acid","100",0.4535,3.4117,"14","HGHB","inside"
"flowcyto_100_l13_B2","glutamic acid","100",0.4812,2.3193,"14","HGHB","inside"
"flowcyto_100_l12_G5","glutamic acid","100",0.4694,2.3099,"14","HGHB","inside"
"flowcyto_100_l13_G7","glutamic acid","100",0.5027,2.0388,"14","HGHB","inside"
"flowcyto_100_l12_G10","glutamic acid","100",0.6764,1.0169,"14","HGHB","inside"
"flowcyto_100_l11_G2","glutamic acid","100",0.8185,0.6884,"14","HGHB","inside"
"flowcyto_100_l11_H1","glutamic acid","100",0.9641,1.1359,"14","HGHB","edge"
"flowcyto_100_l12_A1","glutamic acid","100",1.037,3.7381,"14","HGHB","edge"
"flowcyto_100_l15_H12","glutamic acid","100",0.8963,3.9939,"14","HGHB","edge"
"flowcyto_100_l11_F12","glutamic acid","100",0.899,1.9343,"14","HGHB","edge"
"flowcyto_100_l15_B2","glutamic acid","100",0.3422,7.0623,"14","LGHB","inside"
"flowcyto_100_l14_C10","glutamic acid","100",0.2214,2.0989,"14","LGHB","inside"
"flowcyto_100_l15_E4","glutamic acid","100",0.2805,2.0109,"14","LGHB","inside"
"flowcyto_100_l11_B6","glutamic acid","100",0.3377,1.6668,"14","LGHB","inside"
"flowcyto_100_l15_B4","glutamic acid","100",0.324,1.3274,"14","LGHB","inside"
"flowcyto_100_l12_B7","glutamic acid","100",0.2929,1.1386,"14","LGHB","inside"
"flowcyto_100_l15_A4","glutamic acid","100",0.4129,2.2986,"14","LGHB","edge"
"flowcyto_100_l15_E1","glutamic acid","100",0.4275,7.0749,"14","LGHB","edge"
"flowcyto_100_l12_C12","glutamic acid","100",0.384,2.5,"14","LGHB","edge"
"flowcyto_100_l11_A10","glutamic acid","100",0.3827,3.7448,"14","LGHB","edge"
"flowcyto_100_l11_F9","glutamic acid","100",0.2572,0.2884,"14","LGLB","inside"
"flowcyto_100_l12_E7","glutamic acid","100",0.2556,0.2826,"14","LGLB","inside"
"flowcyto_100_l14_D8","glutamic acid","100",0.2554,0.3124,"14","LGLB","inside"
"flowcyto_100_l12_C9","glutamic acid","100",0.2535,0.3151,"14","LGLB","inside"
"flowcyto_100_l12_C10","glutamic acid","100",0.2498,0.2691,"14","LGLB","inside"
"flowcyto_100_l12_C7","glutamic acid","100",0.2622,0.2512,"14","LGLB","inside"
"flowcyto_100_l13_D12","glutamic acid","100",0.3881,0.3711,"14","LGLB","edge"
"flowcyto_100_l13_A10","glutamic acid","100",0.385,0.3129,"14","LGLB","edge"
"flowcyto_100_l14_A10","glutamic acid","100",0.3267,0.2502,"14","LGLB","edge"
"flowcyto_100_l15_A6","glutamic acid","100",0.2636,0.3966,"14","LGLB","edge"
"flowcyto_250_l20_D8","glutamic acid","250",0.5715,0.382,"14","HGLB","inside"
"flowcyto_250_l20_E7","glutamic acid","250",0.5634,0.3853,"14","HGLB","inside"
"flowcyto_250_l18_G2","glutamic acid","250",0.5552,0.4273,"14","HGLB","inside"
"flowcyto_250_l20_C3","glutamic acid","250",0.5501,0.426,"14","HGLB","inside"
"flowcyto_250_l20_E9","glutamic acid","250",0.5434,0.4157,"14","HGLB","inside"
"flowcyto_250_l19_F2","glutamic acid","250",0.5409,0.4048,"14","HGLB","inside"
"flowcyto_250_l20_H4","glutamic acid","250",0.983,0.4768,"14","HGLB","edge"
"flowcyto_250_l19_F1","glutamic acid","250",1.0493,0.574,"14","HGLB","edge"
"flowcyto_250_l18_H1","glutamic acid","250",1.0202,0.5277,"14","HGLB","edge"
"flowcyto_250_l18_H7","glutamic acid","250",0.9852,0.4118,"14","HGLB","edge"
"flowcyto_250_l20_G3","glutamic acid","250",0.7607,0.8384,"14","HGHB","inside"
"flowcyto_250_l20_G11","glutamic acid","250",0.6904,1.0224,"14","HGHB","inside"
"flowcyto_250_l19_G2","glutamic acid","250",0.6369,1.087,"14","HGHB","inside"
"flowcyto_250_l20_E4","glutamic acid","250",0.4796,6.0333,"14","HGHB","inside"
"flowcyto_250_l18_G11","glutamic acid","250",0.548,2.3719,"14","HGHB","inside"
"flowcyto_250_l20_B11","glutamic acid","250",0.488,1.6691,"14","HGHB","inside"
"flowcyto_250_l19_H12","glutamic acid","250",0.8903,2.6704,"14","HGHB","edge"
"flowcyto_250_l16_A1","glutamic acid","250",1.046,2.8886,"14","HGHB","edge"
"flowcyto_250_l16_H12","glutamic acid","250",0.9498,2.8486,"14","HGHB","edge"
"flowcyto_250_l16_A12","glutamic acid","250",0.8482,3.3974,"14","HGHB","edge"
"flowcyto_250_l17_D6","glutamic acid","250",0.3432,1.5903,"14","LGHB","inside"
"flowcyto_250_l16_B7","glutamic acid","250",0.26,1.5016,"14","LGHB","inside"
"flowcyto_250_l17_C4","glutamic acid","250",0.2853,1.3901,"14","LGHB","inside"
"flowcyto_250_l16_F8","glutamic acid","250",0.2944,1.3114,"14","LGHB","inside"
"flowcyto_250_l20_E3","glutamic acid","250",0.2834,1.203,"14","LGHB","inside"
"flowcyto_250_l16_C11","glutamic acid","250",0.2515,1.1753,"14","LGHB","inside"
"flowcyto_250_l16_A3","glutamic acid","250",0.4134,2.3103,"14","LGHB","edge"
"flowcyto_250_l19_F12","glutamic acid","250",0.3922,8.2593,"14","LGHB","edge"
"flowcyto_250_l17_F12","glutamic acid","250",0.4205,3.6308,"14","LGHB","edge"
"flowcyto_250_l17_A3","glutamic acid","250",0.4403,2.9589,"14","LGHB","edge"
"flowcyto_250_l18_C6","glutamic acid","250",0.2492,0.4322,"14","LGLB","inside"
"flowcyto_250_l17_C8","glutamic acid","250",0.2491,0.3281,"14","LGLB","inside"
"flowcyto_250_l18_D5","glutamic acid","250",0.2362,0.3421,"14","LGLB","inside"
"flowcyto_250_l18_D8","glutamic acid","250",0.2034,0.3728,"14","LGLB","inside"
"flowcyto_250_l16_E9","glutamic acid","250",0.2653,0.3354,"14","LGLB","inside"
"flowcyto_250_l19_D8","glutamic acid","250",0.2571,0.27,"14","LGLB","inside"
"flowcyto_250_l18_D1","glutamic acid","250",0.4304,0.4939,"14","LGLB","edge"
"flowcyto_250_l19_A9","glutamic acid","250",0.4304,0.3743,"14","LGLB","edge"
"flowcyto_250_l19_A7","glutamic acid","250",0.42,0.3887,"14","LGLB","edge"
"flowcyto_250_l18_F12","glutamic acid","250",0.2406,0.4593,"14","LGLB","edge"
"flowcyto_10_x02_G11","cellobiose","10",0.7873,0.1896,"14","HGLB","inside"
"flowcyto_10_x03_B4","cellobiose","10",0.7053,0.1879,"14","HGLB","inside"
"flowcyto_10_x02_F3","cellobiose","10",0.6973,0.1624,"14","HGLB","inside"
"flowcyto_10_x03_F10","cellobiose","10",0.6797,0.1635,"14","HGLB","inside"
"flowcyto_10_x03_G7","cellobiose","10",0.6679,0.1462,"14","HGLB","inside"
"flowcyto_10_x02_B9","cellobiose","10",0.6444,0.172,"14","HGLB","inside"
"flowcyto_10_x05_D1","cellobiose","10",1.1639,0.2311,"14","HGLB","edge"
"flowcyto_10_x03_H1","cellobiose","10",1.656,0.1501,"14","HGLB","edge"
"flowcyto_10_x01_D1","cellobiose","10",1.1122,0.1446,"14","HGLB","edge"
"flowcyto_10_x01_A12","cellobiose","10",1.1171,0.1783,"14","HGLB","edge"
"flowcyto_10_x03_B5","cellobiose","10",0.4224,3.7906,"14","HGHB","inside"
"flowcyto_10_x03_D6","cellobiose","10",0.4971,3.1227,"14","HGHB","inside"
"flowcyto_10_x02_C3","cellobiose","10",0.5359,2.8118,"14","HGHB","inside"
"flowcyto_10_x05_G11","cellobiose","10",0.4685,1.8801,"14","HGHB","inside"
"flowcyto_10_x02_B2","cellobiose","10",0.6367,1.0346,"14","HGHB","inside"
"flowcyto_10_x04_C11","cellobiose","10",0.8537,0.8617,"14","HGHB","inside"
"flowcyto_10_x03_A1","cellobiose","10",0.9279,1.4803,"14","HGHB","edge"
"flowcyto_10_x01_G12","cellobiose","10",0.8573,35.448,"14","HGHB","edge"
"flowcyto_10_x05_A1","cellobiose","10",1.0305,1.0567,"14","HGHB","edge"
"flowcyto_10_x04_H12","cellobiose","10",1.0913,1.0074,"14","HGHB","edge"
"flowcyto_10_x02_F2","cellobiose","10",0.1568,3.4978,"14","LGHB","inside"
"flowcyto_10_x05_G8","cellobiose","10",0.2224,1.4913,"14","LGHB","inside"
"flowcyto_10_x05_D2","cellobiose","10",0.2492,1.2741,"14","LGHB","inside"
"flowcyto_10_x04_E3","cellobiose","10",0.2393,1.0117,"14","LGHB","inside"
"flowcyto_10_x03_B3","cellobiose","10",0.1229,0.9106,"14","LGHB","inside"
"flowcyto_10_x05_B6","cellobiose","10",0.1518,0.8687,"14","LGHB","inside"
"flowcyto_10_x05_B12","cellobiose","10",0.4266,2.0938,"14","LGHB","edge"
"flowcyto_10_x05_G1","cellobiose","10",0.4974,3.272,"14","LGHB","edge"
"flowcyto_10_x04_A6","cellobiose","10",0.4602,2.4584,"14","LGHB","edge"
"flowcyto_10_x02_A7","cellobiose","10",0.1957,2.3861,"14","LGHB","edge"
"flowcyto_10_x04_D7","cellobiose","10",0.1164,0.2126,"14","LGLB","inside"
"flowcyto_10_x01_F8","cellobiose","10",0.1132,0.2456,"14","LGLB","inside"
"flowcyto_10_x04_E9","cellobiose","10",0.1128,0.1802,"14","LGLB","inside"
"flowcyto_10_x04_C8","cellobiose","10",0.1079,0.2264,"14","LGLB","inside"
"flowcyto_10_x04_F6","cellobiose","10",0.102,0.2083,"14","LGLB","inside"
"flowcyto_10_x03_E5","cellobiose","10",0.1246,0.2143,"14","LGLB","inside"
"flowcyto_10_x01_A4","cellobiose","10",0.4508,0.1424,"14","LGLB","edge"
"flowcyto_10_x04_H6","cellobiose","10",0.4332,0.2577,"14","LGLB","edge"
"flowcyto_10_x04_C12","cellobiose","10",0.4078,0.1574,"14","LGLB","edge"
"flowcyto_10_x01_H7","cellobiose","10",0.4441,0.2034,"14","LGLB","edge"
"flowcyto_50_x08_G10","cellobiose","50",0.878,0.2144,"14","HGLB","inside"
"flowcyto_50_x06_B10","cellobiose","50",0.722,0.2248,"14","HGLB","inside"
"flowcyto_50_x10_F2","cellobiose","50",0.6768,0.1387,"14","HGLB","inside"
"flowcyto_50_x09_G3","cellobiose","50",0.6641,0.1993,"14","HGLB","inside"
"flowcyto_50_x06_B11","cellobiose","50",0.6628,0.1591,"14","HGLB","inside"
"flowcyto_50_x10_G2","cellobiose","50",0.648,0.2393,"14","HGLB","inside"
"flowcyto_50_x10_H3","cellobiose","50",1.0486,0.2397,"14","HGLB","edge"
"flowcyto_50_x10_A12","cellobiose","50",1.3069,0.1988,"14","HGLB","edge"
"flowcyto_50_x09_G12","cellobiose","50",1.0169,0.1321,"14","HGLB","edge"
"flowcyto_50_x06_H12","cellobiose","50",1.1484,0.2495,"14","HGLB","edge"
"flowcyto_50_x10_G6","cellobiose","50",0.5867,16.9701,"14","HGHB","inside"
"flowcyto_50_x09_G8","cellobiose","50",0.7654,2.1788,"14","HGHB","inside"
"flowcyto_50_x08_G11","cellobiose","50",0.6795,1.986,"14","HGHB","inside"
"flowcyto_50_x08_G9","cellobiose","50",0.566,1.4777,"14","HGHB","inside"
"flowcyto_50_x06_E7","cellobiose","50",0.6408,1.4274,"14","HGHB","inside"
"flowcyto_50_x08_G5","cellobiose","50",0.6369,1.3982,"14","HGHB","inside"
"flowcyto_50_x08_H6","cellobiose","50",1.0019,1.2633,"14","HGHB","edge"
"flowcyto_50_x08_G12","cellobiose","50",0.9749,2.6663,"14","HGHB","edge"
"flowcyto_50_x07_A1","cellobiose","50",1.1439,1.5296,"14","HGHB","edge"
"flowcyto_50_x06_E1","cellobiose","50",1.1314,1.3515,"14","HGHB","edge"
"flowcyto_50_x09_E8","cellobiose","50",0.1984,8.3685,"14","LGHB","inside"
"flowcyto_50_x09_E9","cellobiose","50",0.2824,3.9449,"14","LGHB","inside"
"flowcyto_50_x06_F11","cellobiose","50",0.2623,3.8561,"14","LGHB","inside"
"flowcyto_50_x07_D8","cellobiose","50",0.1309,3.8204,"14","LGHB","inside"
"flowcyto_50_x08_D4","cellobiose","50",0.3375,3.6759,"14","LGHB","inside"
"flowcyto_50_x07_C10","cellobiose","50",0.1811,3.6695,"14","LGHB","inside"
"flowcyto_50_x07_F1","cellobiose","50",0.4374,3.6249,"14","LGHB","edge"
"flowcyto_50_x10_H12","cellobiose","50",0.5844,9.2799,"14","LGHB","edge"
"flowcyto_50_x07_B12","cellobiose","50",0.479,8.652,"14","LGHB","edge"
"flowcyto_50_x10_A4","cellobiose","50",0.2421,6.5793,"14","LGHB","edge"
"flowcyto_50_x07_E4","cellobiose","50",0.2185,0.185,"14","LGLB","inside"
"flowcyto_50_x06_E8","cellobiose","50",0.188,0.2627,"14","LGLB","inside"
"flowcyto_50_x09_D9","cellobiose","50",0.1852,0.3309,"14","LGLB","inside"
"flowcyto_50_x07_C6","cellobiose","50",0.1709,0.384,"14","LGLB","inside"
"flowcyto_50_x08_C5","cellobiose","50",0.1664,0.2888,"14","LGLB","inside"
"flowcyto_50_x10_D5","cellobiose","50",0.2351,0.1655,"14","LGLB","inside"
"flowcyto_50_x06_A7","cellobiose","50",0.4602,0.2394,"14","LGLB","edge"
"flowcyto_50_x06_A4","cellobiose","50",0.4629,0.1725,"14","LGLB","edge"
"flowcyto_50_x10_H7","cellobiose","50",0.4757,0.1958,"14","LGLB","edge"
"flowcyto_50_x07_A10","cellobiose","50",0.3716,0.2843,"14","LGLB","edge"
"flowcyto_100_x14_B9","cellobiose","100",0.8256,0.2883,"14","HGLB","inside"
"flowcyto_100_x12_C7","cellobiose","100",0.8027,0.3393,"14","HGLB","inside"
